lon,lat,count,name,country
0.09291429999999999,52.2087836,32,Cambridge CB3 0HE; UK,United Kingdom
-3.1741851,55.920452,1,Edinburgh EH9 3FD; UK,United Kingdom
7.769664400000001,45.0445643,35,I-10025 Pino Torinese; Italy,Italy
-70.6692655,-33.4488897,135,Santiago; Chile,Chile
13.3543969,38.1116229,14,I-90134 Palermo; Italy,Italy
-118.4065088,33.7481723,3,CA; Italy,United States
9.4065471,45.6983647,2,I-23807 Merate; Italy,Italy
7.681092100000001,45.0576139,36,I-10125 Torino; Italy,Italy
-16.3007626,28.4868465,9,E-38205 La Laguna; Spain,Spain
11.7158452,50.9910636,35,D-07778 Tautenberg; Germany,Germany
13.3283954,52.5070391,21,D-10623 Berlin; Germany,Germany
-70.6692655,-33.4488897,2,19001 Santiago de Chile; Chile,Chile
13.5470509,52.4370179,103,D-12489 Berlin; Germany,Germany
4.4564808,52.16850770000001,2,NL-2333CA Leiden; the Netherlands,Netherlands
6.9188847,50.9302584,61,D-50931 Köln; Germany,Germany
8.7202574,49.3928952,81,D-69117 Heidelberg; Germany,Germany
-3.1741851,55.920452,1,EH93FD; UK,United Kingdom
11.8704306,45.4003087,77,I-35122 Padova; Italy,Italy
-2.8074837,56.3401503,2,St Andrews KY169SS; UK,United Kingdom
6.1208684,46.3118509,18,CH-1290 Sauverny; Switzerland,Switzerland
-8.6393579,41.1502012,64,4150-762 Porto; Portugal,Portugal
-17.7724671,28.6412969,22,E-38712 Breña Baja; Spain,Spain
14.4674187,50.1091754,2,CZ-180 00 Praha; Czech Republic,Czechia
15.5858914,49.6652737,5,CZ-611 37 Brno; Czech Republic,Czechia
14.7814608,49.9090565,1,CZ-251 65 Ondřejov; Czech Republic,Czechia
116.3700367,39.9586544,16,Beijing 100875; P. R. China,China
116.4541469,40.0192499,19,Beijing 100012; P. R. China,China
102.849645,24.840109,4,Yunnan University Kunming 650500; P. R. China,China
116.316292,39.991698,10,Beijing 100871; P. R. China,China
11.6532477,48.2488721,31,D-85748 Garching; Germany,Germany
35.48259700000001,38.720489,1,Kayseri; Turkey,Turkey
28.9783589,41.0082376,2,Istanbul; Turkey,Turkey
2.2297137,48.8207053,28,92195 Meudon; France,France
8.6724335,49.3987524,80,Heidelberg; Germany,Germany
5.715193999999999,43.910292,11,Saint-Michel-l'Observatoire; France,France
5.724524,45.188529,48,Grenoble; France,France
7.261953200000001,43.7101728,15,Nice; France,France
-155.7134009,20.0390812,6,96743; USA,United States
139.6831095,35.6042441,4,152-8551; Japan,Japan
133.5823171,34.564242,3,719-0232; Japan,Japan
72.8197581,18.9103689,3,400005; India,India
-73.61315359999999,45.5058219,1,Quebec H3T 1J4; Canada,Canada
-86.9523954,36.1484862,7,TN 37209; USA,United States
-73.61315359999999,45.5058219,9,H3T 1J4; Canada,Canada
5.724524,45.188529,23,F-38000 Grenoble; France,France
-118.0830047,34.16423960000001,2,Pasadena CA 91107; USA,United States
-118.1247032,34.1378866,2,Pasadena CA 91125; USA,United States
-118.5258067,34.2489458,2,CA 91330; USA,United States
6.1593423,46.2891894,22,1290 Sauverny; Switzerland,Switzerland
-8.629105299999999,41.1579438,11,4169-007 Porto; Portugal,Portugal
2.1278398,41.3790881,2,E-08028 Barcelona; Spain,Spain
8.7202574,49.3928952,4,Heidelberg D-69117; Germany,Germany
-0.1277583,51.5073509,5,London; UK,United Kingdom
-71.2519374,-29.9026691,1,Casilla 601 La Serena; Chile,Chile
-87.62651489999999,41.8758199,34,HI; USA,United States
-118.4440562,34.070264,57,CA 90095; USA,United States
-73.2460582,42.3043674,29,MA 01238; USA,United States
9.4065471,45.6983647,4,I-23807 Merate (LC); Italy,Italy
-82.5510469,35.6304783,6,NC 28804; USA,United States
-2.8074837,56.3401503,5,St. Andrews KY16 9SS; UK,United Kingdom
-8.6393579,41.1502012,14,PT4150-762 Porto; Portugal,Portugal
-122.0581762,36.9923139,133,CA 95064; USA,United States
-71.2079809,46.8138783,7,QC; Canada,Canada
6.1425548,46.28896599999999,24,CH-1290; Switzerland,Switzerland
9.1629372,39.2596768,3,Selargius; Italy,Italy
-0.1748772,51.49879970000001,2,Imperial College London; UK,United Kingdom
-79.9594886,39.654181,2,WV 26506; USA,United States
-122.1235054,37.4177563,1,CA 94306; USA,United States
-76.7336521,39.4647665,1,Baltimore County; USA,United States
-122.6420207,38.235501,28,CA 94952; USA,United States
-75.3761952,40.5967701,23,PA 18015; USA,United States
-75.7774177,40.5173165,1,Kutztown PA 19530; USA,United States
121.3009798,24.9936281,4,Taoyuan City; Taiwan,Taiwan
113.563922,22.1596848,2,Taipa; Macau,Macao
7.427328599999999,46.9588575,6,CH-3012 Bern; Switzerland,Switzerland
11.6532477,48.2488721,7,D-85748 Garching bei München; Germany,Germany
4.4970097,52.1601144,1,NL-2333 RA Leiden; the Netherlands,Netherlands
-118.1268976,34.1456654,25,CA 91106; USA,United States
72.9288426,19.0482616,12,Mumbai 400088; India,India
-73.087749,41.6032207,7,CT 065208101; USA,United States
-16.3375493,28.4894267,9,38206 La Laguna; Spain,Spain
13.3491095,52.4273401,2,D-12249 Berlin; Germany,Germany
-1.2567194,51.7614265,2,Oxford OX1 3PU; UK,United Kingdom
18.5984437,53.0137902,13,87-100 Toruń; Poland,Poland
17.085321,51.10901089999999,55,51-622 Wrocław; Poland,Poland
151.9533185,-27.5564884,3,Toowoomba 4350; Australia,Australia
-46.63330939999999,-23.5505199,1,896 São Paulo; Brazil,Brazil
-87.62357420000001,41.8703314,36,IL 60605; USA,United States
-119.4179324,36.778261,11,California; USA,United States
145.0328017,-37.8222114,2,VIC 3122; Australia,Australia
115.9083631,-32.0058457,1,Western Australia 6102; Australia,Australia
21.734574,38.2466395,1,Patra; Greece,Greece
11.3426162,44.494887,10,Bologna; Italy,Italy
14.26812,40.8517983,13,Napoli; Italy,Italy
6.1657813,46.2876938,103,Versoix; Switzerland,Switzerland
6.1431577,46.2043907,1,Geneva; Switzerland,Switzerland
18.9642969,47.4996973,2,Konkoly Thege M. ut 15-17; Hungary,Hungary
10.2030118,56.1681384,5,Aarhus University; Denmark,Denmark
-73.087749,41.6032207,9,CT; USA,United States
13.1014966,52.4039328,3,Leibniz-Institut für Astrophysik Potsdam; Germany,Germany
-122.3035199,47.65533509999999,2,University of Washington; USA,United States
139.9757575,35.8675958,2,Kashiwa; Japan,Japan
10.2027261,56.1460465,18,Aarhus C.; Denmark,Denmark
116.4110862,39.9942844,2,100101; PR China,China
78.1906417,11.1869501,2,637002; PR China,India
-73.9874105,40.7322535,1,10003; USA,United States
151.229916,-33.916869,1,2052; Australia,Australia
12.5683372,55.6760968,9,Copenhagen; Denmark,Denmark
-101.8820434,33.5886439,1,79409; USA,United States
-64.896335,18.335765,2,United States Virgin Islands; USA,U.S. Virgin Islands
-71.3824374,42.4072107,38,MA; USA,United States
-118.8829816,34.2942772,3,CA 93021; USA,United States
-123.4208592,48.5167241,2,V9E 2E7; Canada,Canada
-74.651754,40.3815302,33,NJ 08540; USA,United States
-76.944141,38.9908487,2,20742; USA,United States
103.819836,1.352083,5,Singapore; Singapore,Singapore
-89.3985283,40.6331249,2,IL; USA,United States
172.6362254,-43.5320544,5,Christchurch; New Zealand,New Zealand
26.408587,40.14671999999999,6,Canakkale; Turkey,Turkey
-111.0937311,39.3209801,5,UT; USA,United States
135.4533378,34.8032044,31,Osaka 560-0043; Japan,Japan
-122.4894588,48.7562157,21,WA 98225; USA,United States
-70.3321587,-27.3665763,1,Copiap'; Chile,Chile
-43.2253949,-22.894884,3,Rio de Janeiro RJ 20921-400; Brazil,Brazil
-81.2634983,43.0085587,1,N6A 3K7; Canada,Canada
-71.61268849999999,-33.047238,1,2360102 Valparaiso; Chile,Chile
-87.55936129999999,33.1225986,1,AL 35405; USA,United States
100.2658516,16.8211238,2,Phitsanulok 65000; Thailand,Thailand
21.6779967,-33.5276391,2,Calitzdorp; South Africa,South Africa
-0.1453441,51.50834769999999,2,London W1J ODU; UK,United Kingdom
14.1989038,40.864297,1,I-80131; Italy,Italy
-1.3956847,50.934189,9,Southampton SO17 1BJ; UK,United Kingdom
-1.4862284,53.3808721,17,Sheffield S3 7RH; UK,United Kingdom
-86.51860219999999,39.1714266,6,IN 47405-7105; USA,United States
-2.2737212,53.0030511,1,Keele University; Keele ST5 5BG,United Kingdom
-110.1640846,31.5091589,5,AZ 85650; USA,United States
115.7752703,-31.9685608,2,Western Australia 6010; Australia,Australia
7.216236299999999,51.4818445,2,44780 Bochum; Germany,Germany
19.9042597,50.0765798,8,PL-30-084 Kraków; Poland,Poland
-71.61268849999999,-33.047238,1,Valparaiso 2360102; Chile,Chile
17.4016765,47.4554252,1,8533 Malomsok; Hungary,Hungary
-99.18919609999999,19.3303801,2,04510; México,Mexico
-105.24,39.98999999999999,2,CO 80307-3000; USA,United States
-0.630386,44.80583,9,F-33615 Pessac; France,France
-2.58791,51.454513,2,Bristol; UK,United Kingdom
11.8767611,45.4064349,3,Padua; Italy,Italy
12.4949429,55.763516,1,Kongens Lyngby; Denmark,Denmark
-2.7967214,56.3397753,2,St Andrews; UK,United Kingdom
-17.7724671,28.6412969,17,Breña Baja; Spain,Spain
-70.57241239999999,-33.3905211,1,Vitacura; Chile,Chile
-82.713132,37.6898557,1,KY 41653; United States,United States
-122.0781663,37.4062237,12,94043; USA,United States
-122.0525,37.41752,80,94035; USA,United States
-110.8850949,32.2107257,2,85711; USA,United States
31.2357116,30.0444196,4,Cairo 12613; Egypt,Egypt
31.29821209999999,29.8402707,2,Helwan 11421; Egypt,Egypt
6.1657813,46.2876938,75,1290 Versoix; Switzerland,Switzerland
6.024053899999999,47.237829,3,Besançon; France,France
-5.8593267,43.3613953,2,Asturias; Spain,Spain
2.8779388,50.8492265,4,Ieper; Belgium,Belgium
127.4890319,36.6424341,2,Cheongju 28644; Republic of Korea,South Korea
-83.6694169,42.3053253,27,MI 48109; USA,United States
-86.80696979999999,36.1718363,25,TN 37208; USA,United States
-2.0571868,52.8792745,2,Staffordshire; UK,United Kingdom
18.4687792,-33.9382014,12,Observatory 7935; South Africa,South Africa
-1.519693,52.406822,17,Coventry; UK,United Kingdom
-35.9083975,-7.220422399999999,1,58429-900; Brazil,Brazil
-119.8696691,34.4301656,4,CA 93117-5575; USA,United States
116.3288577,40.0006896,32,100084; People's Republic of China,China
-110.9488008,32.2332841,17,AZ 85721-0065; USA,United States
116.4541469,40.0192499,12,100012; People's Republic of China,China
-96.33959209999999,30.6096445,5,TX 77843; USA,United States
121.4017901,30.9926709,1,Shanghai 200240; People's Republic of China,China
-97.092877,35.0077519,5,OK; USA,United States
117.1241016,39.0917891,3,300384; People's Republic of China,China
-121.7765309,38.5474428,2,CA 95616; USA,United States
-86.2412543,41.7043332,2,IN 46556-5670; USA,United States
-74.4642861,40.554887,2,NJ 08854; USA,United States
116.316292,39.991698,10,Beijing 100871; People's Republic of China,China
-2.9687985,53.4055957,12,Liverpool L3 5RF; UK,United Kingdom
145.7405497,-16.918648,1,QLD 4870; Australia,Australia
-0.3762881,39.4699075,3,Valencia; Spain,Spain
-91.54870989999999,41.659363,6,IA 52242; USA,United States
-71.2280234,42.4286907,2,MA 02421; USA,United States
18.9821804,47.4971726,33,1121; Hungary,Hungary
19.0569633,47.5193351,2,1133; Hungary,Hungary
-2.7831793,54.0107772,2,Lancaster LA1 4 YB; UK,United Kingdom
2.3255684,48.8314408,16,F-75014 Paris; France,France
-1.3956847,50.934189,2,SO17 1BJ; UK,United Kingdom
-76.71200639999999,39.2546062,10,MD 21250; USA,United States
-35.8808337,-7.2290752,5,Campina Grande; Brazil,Brazil
-105.2077798,40.0005378,81,CO 80303; USA,United States
12.5727765,55.7085326,17,DK-2100 Copenhagen; Denmark,Denmark
145.7405497,-16.918648,2,Queensland 4870; Australia,Australia
34.811272,31.892773,2,Rehovot 76100; Israel,Israel
-86.2412543,41.7043332,2,46556-5670; USA,United States
-122.2594606,37.87015100000001,21,California 94720; USA,United States
149.1213974,-35.28099419999999,2,ACT 2601; Australia,Australia
-105.2077798,40.04065060000001,24,80301; USA,United States
121.4017901,30.9926709,2,200240; People's Republic of China,China
102.7186974,25.0266546,1,650011; People's Republic of China,China
-16.2518467,28.4636296,9,Santa Cruz de Tenerife; Spain,Spain
-122.2594606,37.87015100000001,14,94720; USA,United States
-121.7617125,38.5382322,1,CA 95616-5270; USA,United States
20.1504896,46.2502494,1,Szeged; 6720 Hungary,Hungary
-2.7831793,54.0107772,2,Lancaster LA1 4YB; UK,United Kingdom
-1.0986391,50.79773059999999,1,Portsmouth PO1 3FX; UK,United Kingdom
-78.510016,38.0340277,9,VA 22904; USA,United States
-120.7401385,47.7510741,5,Washington; USA,United States
-99.18657739999999,19.3228313,1,Universidad Nacional Autónoma de México; México,Mexico
133.919795,34.6555312,4,Okayama; Japan,Japan
139.284143,35.4913535,2,Kanagawa; Japan,Japan
135.7681489,35.011564,5,Kyoto; Japan,Japan
-85.323214,51.253775,3,Ontario; Canada,Canada
-17.7651015,28.6887569,6,E-38700; Spain,Spain
4.4970097,52.1601144,16,NL-2300 RA Leiden; the Netherlands,Netherlands
-16.3007626,28.4868465,21,E-38205 Tenerife; Spain,Spain
11.3394826,44.5216099,2,I-40129 Bologna; Italy,Italy
14.1989038,40.864297,20,I-80131 Napoli; Italy,Italy
6.5665017,53.2193835,2,NL-9700 AV Groningen; the Netherlands,Netherlands
13.203493,55.7119483,8,SE-22100 Lund; Sweden,Sweden
139.6831373,35.6042164,5,Tokyo 152-8550; Japan,Japan
2.2265084,48.80556929999999,30,F-92195 Meudon; France,France
5.5628874,50.63507569999999,23,B-4000 Liège; Belgium,Belgium
11.1814209,50.369682,4,D-96515 Sonneberg; Germany,Germany
79.8083133,11.9415915,1,Puducherry; India,India
77.5945627,12.9715987,1,Bangalore 563004; India,India
116.4541469,40.0192499,70,Beijing 100012; China,China
-118.4367551,34.0631451,5,CA 90024; USA,United States
51.3889736,35.6891975,1,19395-5746 Tehran; Iran,Iran
116.4073963,39.90419989999999,9,Beijing; China,China
46.6752957,24.7135517,2,Riyadh; Saudi Arabia,Saudi Arabia
140.8412111,38.2591364,1,980-8578; Japan,Japan
2.189617,48.697161,4,Orsay; France,France
19.0617287,47.4745763,1,Pázmány Péter sétány 1/a; Hungary,Hungary
34.8053966,32.1133726,1,Tel Aviv 6997801; Israel,Israel
-2.4637136,36.834047,4,Almería; Spain,Spain
-122.1277465,47.55770769999999,1,98006; USA,United States
18.9543051,46.1817951,2,Baja; Hungary,Hungary
-122.1492224,48.0563616,1,98270; USA,United States
-74.6672226,40.3572976,3,Princeton; USA,United States
116.316292,39.991698,1,100871; PR China,China
121.5654177,25.0329694,1,Taipei; Taiwan,Taiwan
35.0231271,32.7767783,2,3200003; Israel,Israel
-71.866308,45.36224920000001,1,QC J1M IZ7; Canada,Canada
-76.9873477,42.8361156,16,NY 14456; USA,United States
-71.1240559,42.3421605,2,MA 02446; USA,United States
-110.9488008,32.2332841,5,Tucson AZ 85721; USA,United States
139.761989,35.7126775,1,The University of Tokyo; Tokyo 113-0033 Japan,Japan
-82.90712300000001,40.4172871,5,OH; USA,United States
46.2738013,38.096239,4,Tabriz; Iran,Iran
4.3559193,50.7904904,19,B-1180 Brussels; Belgium,Belgium
75.7138884,15.3172775,2,Karnataka; India,India
79.4635658,29.3803039,9,Nainital; India,India
28.0473051,-26.2041028,3,Johannesburg; South Africa,South Africa
4.3517211,50.8503463,17,Brussel; Belgium,Belgium
2.134078,48.701844,58,F-91191 Gif-sur-Yvette Cedex; France,France
4.6958889,50.86260720000001,11,B-3001 Heverlee; Belgium,Belgium
-106.31,35.89,7,NM 87545; USA,United States
-122.2593784,37.8714997,1,University of California at Berkeley; USA,United States
0.1149085,52.2042666,3,University of Cambridge; UK,United Kingdom
5.4366784,43.3434265,1,Laboratoire d'Astrophysique de Marseille; France,France
138.6062277,-34.920603,1,University of Adelaide; Australia,Australia
-122.0514855,37.3862822,7,SETI Institute; USA,United States
-122.0644229,37.4088478,4,NASA Ames Research Center; USA,United States
2.1030058,48.8378281,1,Institut national de recherche en informatique et en automatique; France,France
118.776758,32.056318,12,Nanjing 210093; People's Republic of China,China
4.4970097,52.1601144,2,NL-2300 RA Leiden; The Netherlands,Netherlands
-35.2450647,-5.8356827,6,RN 59072-970; Brazil,Brazil
-38.7577605,-4.2602652,1,CE 62790-000; Brazil,Brazil
6.1208684,46.3118509,12,Sauverny CH-1290; Switzerland,Switzerland
-38.5611667,-3.742708299999999,1,CE 60455-900; Brazil,Brazil
-35.2044878,-5.8108518,1,RN 59015-000; Brazil,Brazil
2.0864011,41.5037176,23,E-08193 Bellaterra; Spain,Spain
9.963474999999999,51.56655319999999,2,D-37077 Gottingen; Germany,Germany
-72.9310217,41.3064267,10,06520-8101; USA,United States
-43.1728965,-22.9068467,11,Rio de Janeiro; Brazil,Brazil
-104.0072348,30.7713229,4,TX 79734-3005; USA,United States
-110.9447027,32.2546522,1,Tucson; AZ 85719 USA,United States
-105.2705456,40.0149856,1,Boulder Colorado 80309-0389; USA,United States
-86.23793280000001,41.7001908,1,Notre Dame; IN 46556 USA,United States
6.024053899999999,47.237829,1,F-25010 Besançon Cedex; France,France
-97.3617845,32.7087439,6,TX 76129; USA,United States
-77.8638835,40.8084075,1,University Park; PA 16802 USA,United States
18.4240553,-33.9248685,36,Cape Town; South Africa,South Africa
-3.1741851,55.920452,1,Edinburgh EH93FD; UK,United Kingdom
9.1629372,39.2596768,1,I-09047 Selargius; Italy,Italy
-91.18330429999999,30.372807,5,70820; USA,United States
-81.5157535,27.6648274,1,Florida; USA,United States
-81.0533854,29.0034265,1,32168; USA,United States
-105.6412527,38.3883641,1,81223; USA,United States
-2.5664212,53.4098394,1,Cheshire WA2 0GN; UK,United Kingdom
26.4361327,62.38944069999999,3,Hankasalmi; Finland,Finland
-105.5108312,39.9613759,1,Nederland Colorado; USA,United States
18.6264694,-33.8812733,1,Bellville 7535; South Africa,South Africa
20.1504896,46.2502494,4,H-6720 Szeged; Hungary,Hungary
16.6108367,47.2336602,8,H-9700 Szombathely; Hungary,Hungary
-82.371937,29.6130239,46,FL 32611; USA,United States
-104.8571368,38.994425,1,CO 80840; USA,United States
-43.2253949,-22.894884,8,RJ 20921-400; Brazil,Brazil
-51.2176986,-30.0346316,3,RS 91501-970; Brazil,Brazil
-43.1859153,-22.8990766,1,RJ 20080-090; Brazil,Brazil
37.6172999,55.755826,1,119992 Moscow; Russia,Russia
-105.8231588,32.7425859,5,NM 88349-0059; USA,United States
172.5780878,-43.5261634,4,Christchurch 8041; New Zealand,New Zealand
-0.2421732,51.7528765,5,Hertfordshire AL10 9AB; UK,United Kingdom
-101.8820434,33.5886439,5,TX 79409-1051; USA,United States
-0.5880721,51.2440379,1,Guildford GU2 7XH; United Kingdom,United Kingdom
-117.072053,32.7759882,110,CA 92182; USA,United States
-123.3647699,48.425114,1,V8W 2Y2; Canada,Canada
17.6389267,59.85856380000001,4,SE-751 20 Uppsala; Sweden,Sweden
-104.0072348,30.7713229,13,TX 79734; USA,United States
13.203493,55.7119483,17,SE-221 00 Lund; Sweden,Sweden
151.229916,-33.916869,3,Sydney NSW 2052; Australia,Australia
-5.8493887,43.3619145,6,Oviedo; Spain,Spain
-3.689073,40.410138,1,Consejo Superior de Investigaciones Científicas; Spain,Spain
9.9484313,51.55995069999999,1,Max Planck Institute for Solar System Research,Germany
2.3522219,48.856614,37,Paris; France,France
-0.630386,44.80583,8,Pessac; France,France
7.280806999999999,43.704712,19,Nice Cedex 4; France,France
6.9188847,50.9302584,2,50931; Germany,Germany
34.78176759999999,32.0852999,21,Tel Aviv; Israel,Israel
34.811272,31.892773,3,Rehovot; Israel,Israel
2.23847,48.812995,89,Meudon Cedex; France,France
41.7303939,43.8845143,1,Karachai-Cherkessian Republic; Russia,Russia
20.2822798,49.16449919999999,3,Tatranská Lomnica; Slovakia,Slovakia
10.2027261,56.1460465,2,8000; Denmark,Denmark
1.4531355,43.5611027,3,31400; France,France
-73.9976946,40.7250632,1,10012; USA,United States
-3.952696,40.444211,1,ESAC campus 28692 Villanueva de la Cañada (Madrid); Spain,Spain
7.769664400000001,45.0445643,2,Pino Torinese (TO); Italy,Italy
-70.6692655,-33.4488897,13,Santiago de Chile; Chile,Chile
-57.95356570000001,-34.9204948,7,La Plata; Argentina,Argentina
-73.62214519999999,45.5004912,3,H3T J4; Canada,Canada
-118.5914696,34.4400287,3,CA 91355; USA,United States
8.7202574,49.3928952,8,69117 Heidelberg; Germany,Germany
151.9298909,-27.6032946,2,Engineering and Sciences Toowoomba Qld 4350; Australia,Australia
5.5628874,50.63507569999999,6,B-4000 Liége; Belgium,Belgium
7.4474468,46.9479739,23,Bern; Switzerland,Switzerland
-122.3084023,47.6508882,2,Seattle; WA 98195 USA,United States
-1.9317168,52.4511304,1,Birmimgham B15 2TT; UK,United Kingdom
39.825569,21.418034,1,Makkah Clock; Saudi Arabia,Saudi Arabia
-117.2338066,32.88435520000001,2,92093; USA,United States
0.0902733,52.2071261,4,CB3 0H3; UK,United Kingdom
72.8197581,18.9103689,13,Mumbai 400005; India,India
7.427328599999999,46.9588575,3,3012 Bern; Switzerland,Switzerland
77.6043993,12.9342565,1,Bangalore 560029; India,India
77.62210910000002,12.9261382,7,Bangalore 560034; India,India
100.546488,13.7739818,3,Bangkok 10400; Thailand,Thailand
98.9024603,18.9028017,3,50180; Thailand,Thailand
-156.3200234,20.8525374,3,HI 96768; USA,United States
-1.4862284,53.3808721,2,S3 7RH; UK,United Kingdom
-85.7624992,38.21692609999999,2,KY 40292; USA,United States
98.93557369999999,18.7952345,2,50200; Thailand,Thailand
18.4721169,-33.9375585,3,Cape Town 7935; South Africa,South Africa
-78.879631,42.98444200000001,4,Citizen Scientist,United States
116.222804,39.911563,13,Beijing 100049; People's Republic of China,China
-118.1941785,34.2133926,1,CA 91011; USA,United States
-111.653403,35.19054029999999,3,AZ 86011; USA,United States
121.1922029,24.9679966,5,National Central University; Taiwan,Taiwan
113.5650208,22.1524575,1,Macau University of Science and Technology; Macau MSAR,Macao
-86.2366507,41.7015402,1,Joint Institute for Nuclear Astrophysics—Center for the Evolution of the Elements; USA,United States
-119.8496976,34.4135868,73,CA 93106; USA,United States
-111.0937311,34.0489281,10,AZ; USA,United States
18.964741,47.500313,1,Budapest; Konkoly Thege M. út 15-17 Hungary,Hungary
-71.10920120000002,42.4274971,2,MA 02155; USA,United States
-75.737149,40.533145,3,PA 19530; USA,United States
-73.2529464,42.6852841,1,MA 01267; USA,United States
-80.33314469999999,41.1186408,1,PA 16172; USA,United States
151.9533185,-27.5564884,10,Queensland 4350; Australia,Australia
-46.63330939999999,-23.5505199,7,Sao Paulo; Brazil,Brazil
-76.860565,39.1426709,4,MD 20723; USA,United States
-1.1743197,52.3555177,1,England; United Kingdom,United Kingdom
121.5654177,25.0329694,1,Taipei 10617;Taiwan,Taiwan
77.6407258,12.9369154,1,Karnataka 560095; India,India
16.9305438,52.4648952,2,Poznań 61-614; Poland,Poland
25.594752,-25.8377623,1,Mmabatho 2745; South Africa,South Africa
-8.6393579,41.1502012,1,Porto PT4150-762; Portugal,Portugal
4.680772999999999,50.8612986,1,Leuven B-3001; Belgium,Belgium
-73.1233889,40.9123761,1,NY 11794-3800; USA,United States
127.3845475,36.3504119,6,Daejeon 34113; Korea,South Korea
127.4890319,36.6424341,2,Cheongju 28644; Korea,South Korea
11.9466951,57.40058599999999,1,E-439 92 Onsala; Sweden,Sweden
12.5727765,55.7085326,1,2100 Copenhagen Ø; Denmark,Denmark
-0.1334753,51.5242957,11,London WC1E 6BT; UK,United Kingdom
10.1227651,54.3232927,6,D-24098 Kiel; Germany,Germany
-3.6927531,40.52506899999999,3,E-28049 Madrid; Spain,Spain
-121.9302449,37.2260616,2,CA 95032; USA,United States
-117.5848025,34.1787581,1,CA 91737; USA,United States
-64.7867011,46.1053892,1,E1A 3E9; Canada,Canada
7.261953200000001,43.7101728,5,Nice Cedex; France,France
-119.8496976,34.4135868,1,93106; USA,United States
2.3409152,48.9568404,5,Sorbonne Paris Cité; France,France
-89.42692869999999,43.1054334,2,53706; USA,United States
5.853572,51.8380601,3,GL Nijmegen; The Netherlands,Netherlands
9.963474999999999,51.56655319999999,11,37077 Göttingen; Germany,Germany
13.1028717,52.3875629,1,14482 Potsdam; Germany,Germany
-116.6523873,31.8726367,2,22860 Ensenada; México,Mexico
5.1352053,52.0988812,1,CA Utrecht; The Netherlands,Netherlands
-110.9447027,32.2546522,4,85719; USA,United States
-2.2335952,53.46668099999999,14,Manchester M13 9PL; UK,United Kingdom
79.90010869999999,6.795131899999999,1,Arthur C. Clarke Institute for Modern Technologies; Sri Lanka,Sri Lanka
-99.9018131,31.9685988,5,TX; USA,United States
-86.2412543,41.7043332,2,46556; USA,United States
80.7872185,6.7145912,1,Sabaragamuwa University of Sri Lanka; Sri Lanka,Sri Lanka
-76.860565,39.1426709,1,20723; USA,United States
-69.1328491,-23.8634189,1,Atacama; Chile,Chile
-3.1855682,55.9205068,6,EH9 3HJ; UK,United Kingdom
11.6532477,48.2488721,5,85748 Garching; Germany,Germany
16.8776437,52.3962363,6,60-286 Poznań; Poland,Poland
-3.5838002,37.15490339999999,10,18008 Granada; Spain,Spain
116.3700367,39.9586544,1,100875; People's Republic of China,China
118.776758,32.056318,1,210093; People's Republic of China,China
-73.9874105,40.7322535,13,NY 10003; USA,United States
-72.9310217,41.3064267,75,CT 06520-8101; USA,United States
116.3094072,37.4911306,1,Dezhou 253023; People's Republic of China,China
-45.18498710000001,-22.8013961,2,CEP 12516-410 São Paulo; Brazil,Brazil
116.3700367,39.9586544,7,Beijing 100875; People's Republic of China,China
4.3559193,50.7904904,16,B-1180 Brussel; Belgium,Belgium
-81.6795209,36.2139148,5,NC 28608; USA,United States
116.316292,39.991698,1,100871; People's Republic of China,China
118.8358867,32.0891328,4,Nanjing 210042; People's Republic of China,China
4.8648454,52.3335596,1,1081HV Amsterdam; The Netherlands,Netherlands
4.3559193,50.7904904,2,1180 Brussels; Belgium,Belgium
4.680772999999999,50.8612986,48,3001 Leuven; Belgium,Belgium
3.7106183,50.99980619999999,2,9052 Zwijnaarde; Belgium,Belgium
11.5713346,49.9456399,2,95440 Bayreuth; Germany,Germany
-3.1855682,55.9205068,9,Edinburgh EH9 3HJ; UK,United Kingdom
10.2030118,56.1681384,3,Aarhus University; DK-8000 Denmark,Denmark
-1.6063007,54.9771059,2,Newcastle upon Tyne NE1 8ST; UK,United Kingdom
-0.4181907,51.1689044,6,Surrey RH5 6NT; UK,United Kingdom
-0.1772696,51.4981213,2,London SW7 2AZ; UK,United Kingdom
2.3518339,48.8434912,1,F-75005 Paris; France,France
-5.8545077,43.3636198,7,E-33004 Oviedo; Spain,Spain
-16.3375493,28.4894267,2,E-38206 Tenerife; Spain,Spain
-5.8525291,43.3547028,2,E-33007 Oviedo; Spain,Spain
-17.7902707,28.6303668,1,E-38712 La Palma; Spain,Spain
-5.6195112,43.5428512,1,E-33203 Oviedo; Spain,Spain
-3.68134,40.4351996,2,E-28006 Madrid; Spain,Spain
10.2027261,56.1460465,2,DK 8000 Aarhus C; Denmark,Denmark
136.9653743,35.1378458,1,Aichi 466-8666; Japan,Japan
120.086473,30.3088169,2,310058; People's Republic of China,China
21.0250774,52.2226753,59,00-478 Warszawa; Poland,Poland
127.3845475,36.3504119,6,Daejon 34055; Republic of Korea,South Korea
116.3288577,40.0006896,1,Beijing 100084; People's Republic of China,China
-79.1880063,43.781841,5,M1C 1A4; Canada,Canada
-91.17999999999999,30.41,8,Baton Rouge; LA 70803 USA,United States
-122.0525,37.41752,11,CA 94035-0001; USA,United States
2.3365123,48.8358925,1,LESIA - Paris Observatory - PSL,France
